Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Hyundai Kona 2018,Hyundai,Kona,2018,Hatchback,1.0L I3,Automatic,588,No,Petrol,13.2,482,6,8,50,Window regulator failure; Oil leak from valve cover; Infotainment touchscreen lag; Exhaust manifold crack; Transmission jerking,Ford Focus; Hyundai Palisade; Audi Q7,4190400.00
BMW X1 2006,BMW,X1,2006,Sports,3.5L V6,Automatic,531,No,Diesel,9.2,427,4,2,45,Alternator failure; Window regulator failure; Head gasket issue; Exhaust manifold crack; Airbag sensor warning,Ford Escape; BMW X3; Audi e-tron,1623600.00
BMW i4 2006,BMW,i4,2006,Coupe,1.6L I4,Dual-Clutch (DCT),515,Yes,Petrol,8.3,278,2,7,80,Power steering leak; Infotainment touchscreen lag; Hybrid battery cell imbalance; Alternator failure; Window regulator failure,Jeep Compass; Jaguar F-Pace; Toyota RAV4,1494720.00
Toyota RAV4 2006,Toyota,RAV4,2006,SUV,1.0L I3,Manual,571,No,Petrol,9.3,736,2,4,70,Infotainment touchscreen lag; Power steering leak; Exhaust manifold crack; Fuel injector clogging; Transmission jerking,Nissan Pathfinder; Land Rover Range Rover; Toyota Corolla,2178720.00
Jaguar I-Pace 2006,Jaguar,I-Pace,2006,Coupe,4.0L V8,CVT,468,No,Petrol,14,326,10,8,90,Transmission jerking; Alternator failure; Coolant leak; Airbag sensor warning; Timing chain stretch,Mazda MX-5; Jaguar F-Pace; Mitsubishi Pajero,700560.00
Kia Rio 2004,Kia,Rio,2004,SUV,5.0L V8,Automatic,817,No,Diesel,14.1,717,4,2,55,Window regulator failure; Fuel injector clogging; Infotainment touchscreen lag; Coolant leak; DPF clogging (diesel),Honda Odyssey; Volkswagen Passat; Ford F-150,360000.00
Hyundai Sonata 2016,Hyundai,Sonata,2016,Sedan,5.0L V8,6-Speed Automatic,824,No,Petrol,15.9,443,8,6,70,DPF clogging (diesel); Oil leak from valve cover; Head gasket issue; Alternator failure; Coolant leak,Nissan Navara; Land Rover Discovery; Toyota Hilux,3565440.00
Ford Escape 2001,Ford,Escape,2001,Convertible,2.0L I4,CVT,603,No,Petrol,16.7,227,8,4,75,Turbocharger lag; Infotainment touchscreen lag; Brake pad wear prematurely; Alternator failure; Suspension noise,Audi A4; Volkswagen Tiguan; Tesla Model Y,1725480.00
Tesla Model S 2016,Tesla,Model S,2016,Hatchback,1.8L I4,Dual-Clutch (DCT),648,No,Petrol,15.6,346,10,4,80,Fuel injector clogging; Transmission jerking; Oil leak from valve cover; Alternator failure; Timing chain stretch,Toyota Camry; Jaguar E-Pace; Volvo V60,5179320.00
Land Rover Evoque 2017,Land Rover,Evoque,2017,Sedan,1.6L I4,Dual-Clutch (DCT),508,No,Petrol,15.2,254,2,8,65,Window regulator failure; AC compressor failure; Oil leak from valve cover; Head gasket issue; Battery degradation,Ford Edge; Hyundai Kona; Hyundai Santa Fe,5358960.00
Porsche Cayman 2000,Porsche,Cayman,2000,SUV,Electric Motor (single),CVT,606,No,Diesel,,630,10,7,,Hybrid battery cell imbalance; Transmission jerking; Coolant leak; Window regulator failure; Turbocharger lag,Hyundai Palisade; Chevrolet Traverse; Subaru Legacy,1139760.00
Porsche Macan 2020,Porsche,Macan,2020,Coupe,2.2L I4 Turbo,Automatic,689,No,Petrol,13,517,10,7,55,Suspension noise; Brake pad wear prematurely; Alternator failure; Airbag sensor warning; Timing chain stretch,Chevrolet Equinox; Land Rover Discovery; Jeep Grand Cherokee,7335720.00
Porsche Cayenne 2001,Porsche,Cayenne,2001,Sedan,5.0L V8,8-Speed Automatic,685,No,Petrol,9.2,627,2,8,75,Suspension noise; Brake pad wear prematurely; Transmission jerking; Timing chain stretch; Head gasket issue,Subaru Outback; Audi e-tron; Jaguar XJ,568080.00
Chevrolet Tahoe 2017,Chevrolet,Tahoe,2017,Sedan,1.0L I3,CVT,859,No,Petrol,14.6,345,10,7,70,Infotainment touchscreen lag; AC compressor failure; Coolant leak; Starter motor issues; Hybrid battery cell imbalance,Subaru Outback; Chevrolet Traverse; Land Rover Evoque,3473640.00
Volkswagen Golf 2025,Volkswagen,Golf,2025,Convertible,4.0L V8,8-Speed Automatic,576,No,Petrol,16.3,215,10,6,70,Alternator failure; Starter motor issues; Brake pad wear prematurely; Head gasket issue; Infotainment touchscreen lag,Tesla Model X; Nissan GT-R; Volkswagen Passat,8165160.00
BMW X3 2012,BMW,X3,2012,MPV,1.6L I4,Automatic,835,No,Petrol,8.4,230,4,6,55,AC compressor failure; Airbag sensor warning; Head gasket issue; DPF clogging (diesel); Hybrid battery cell imbalance,Ford Edge; Ford Focus; Nissan Juke,2386440.00
Subaru Legacy 2002,Subaru,Legacy,2002,Pickup,1.4L I4,6-Speed Automatic,816,No,Diesel,16.2,226,2,2,70,Head gasket issue; Oil leak from valve cover; Fuel injector clogging; Turbocharger lag; Transmission jerking,Honda Accord; Kia Stinger; Ford Ranger,1351440.00
Jeep Compass 2024,Jeep,Compass,2024,Sports,1.8L I4,6-Speed Automatic,500,No,Diesel,14.4,347,2,8,65,Timing chain stretch; Fuel injector clogging; Exhaust manifold crack; AC compressor failure; Power steering leak,Volvo S90; Hyundai Tucson; Mazda CX-5,6699240.00
Mercedes-Benz C-Class 2014,Mercedes-Benz,C-Class,2014,Convertible,1.6L I4,6-Speed Automatic,790,No,Petrol,14,552,2,7,45,Power steering leak; Airbag sensor warning; Hybrid battery cell imbalance; Oil leak from valve cover; Suspension noise,Honda Civic; Volkswagen Arteon; Toyota Land Cruiser,3657960.00
Subaru Legacy 2017,Subaru,Legacy,2017,Pickup,2.4L I4,Manual,501,No,Petrol,17.4,521,6,8,50,Brake pad wear prematurely; Battery degradation; Hybrid battery cell imbalance; Alternator failure; Window regulator failure,Honda HR-V; Volvo C40; Toyota RAV4,3338640.00
BMW 7 Series 2021,BMW,7 Series,2021,SUV,1.5L I4,Manual,400,No,Petrol,12.2,725,6,4,75,Power steering leak; Coolant leak; Battery degradation; Hybrid battery cell imbalance; Alternator failure,Audi A4; Volvo V60; Honda CR-V,9565920.00
Mitsubishi Pajero 2009,Mitsubishi,Pajero,2009,Sedan,2.4L I4,8-Speed Automatic,771,No,Diesel,11.2,344,8,5,80,Oil leak from valve cover; Alternator failure; DPF clogging (diesel); Fuel injector clogging; Transmission jerking,Audi Q5; Volvo V60; BMW X5,360000.00
Volkswagen ID.4 2003,Volkswagen,ID.4,2003,Sports,4.0L V8,Dual-Clutch (DCT),455,No,Diesel,15.4,711,10,4,50,Turbocharger lag; AC compressor failure; Suspension noise; Airbag sensor warning; Power steering leak,Mercedes-Benz A-Class; Nissan Altima; BMW 7 Series,1901520.00
Volkswagen Touareg 2013,Volkswagen,Touareg,2013,Sports,1.8L I4,8-Speed Automatic,574,No,Petrol,15.3,648,4,6,55,Coolant leak; Timing chain stretch; Alternator failure; Head gasket issue; Suspension noise,Kia Stinger; Jeep Compass; Toyota Supra,1906560.00
Kia Sorento 2018,Kia,Sorento,2018,Sedan,Electric Motor (single),6-Speed Automatic,601,No,Diesel,,638,8,8,,Alternator failure; Window regulator failure; Power steering leak; Oil leak from valve cover; Hybrid battery cell imbalance,Audi Q5; Jeep Cherokee; Jaguar XF,3629160.00
Chevrolet Corvette 2000,Chevrolet,Corvette,2000,Convertible,3.5L V6,Manual,676,No,Petrol,9.7,429,6,5,50,Turbocharger lag; Hybrid battery cell imbalance; Battery degradation; AC compressor failure; Infotainment touchscreen lag,Volvo V60; Nissan Altima; Volkswagen Arteon,1024200.00
Subaru Legacy 2004,Subaru,Legacy,2004,SUV,1.4L I4,8-Speed Automatic,437,No,Petrol,13.7,667,10,2,80,Exhaust manifold crack; Coolant leak; Fuel injector clogging; Timing chain stretch; DPF clogging (diesel),Hyundai Santa Fe; Toyota Hilux; Mercedes-Benz C-Class,1459440.00
Chevrolet Silverado 2010,Chevrolet,Silverado,2010,Pickup,1.2L I4,8-Speed Automatic,739,No,Petrol,15.2,456,10,5,50,Transmission jerking; Infotainment touchscreen lag; Head gasket issue; Turbocharger lag; Coolant leak,Subaru Impreza; Volvo XC40; Porsche Cayenne,901800.00
Jeep Wrangler 2022,Jeep,Wrangler,2022,Coupe,Electric Motor (single),Manual,391,No,Diesel,,611,8,6,,Power steering leak; Brake pad wear prematurely; Coolant leak; Suspension noise; AC compressor failure,Volvo XC40; Hyundai Elantra; Mazda 6,5516640.00
Honda Accord 2023,Honda,Accord,2023,Sports,Electric Motor (single),Dual-Clutch (DCT),496,No,Diesel,,788,8,7,,Power steering leak; Starter motor issues; Exhaust manifold crack; Infotainment touchscreen lag; Brake pad wear prematurely,Ford F-150; Jaguar I-Pace; Kia Stinger,7238880.00
Volvo S60 2020,Volvo,S60,2020,Pickup,1.8L I4,6-Speed Automatic,588,Yes,Petrol,8.3,569,8,6,90,Infotainment touchscreen lag; Window regulator failure; Oil leak from valve cover; AC compressor failure; Alternator failure,Hyundai Sonata; Mercedes-Benz G-Class; Tesla Model X,6962760.00
Tesla Model X 2008,Tesla,Model X,2008,Convertible,1.8L I4,8-Speed Automatic,635,No,Petrol,11.5,501,4,8,55,Starter motor issues; Coolant leak; Fuel injector clogging; Hybrid battery cell imbalance; Timing chain stretch,Nissan Altima; Tesla Model Y; Jeep Cherokee,1216440.00
Mercedes-Benz S-Class 2021,Mercedes-Benz,S-Class,2021,Sports,3.0L V6,Automatic,789,No,Electric,12.8,551,8,4,90,Suspension noise; Hybrid battery cell imbalance; Timing chain stretch; Coolant leak; Infotainment touchscreen lag,Mazda 2; Nissan Altima; Audi A8,11412360.00
Volvo S60 2017,Volvo,S60,2017,Coupe,4.0L V8,CVT,413,No,Petrol,10.6,595,10,5,40,Airbag sensor warning; Infotainment touchscreen lag; Power steering leak; Transmission jerking; Fuel injector clogging,Toyota Camry; BMW 7 Series; Kia Cerato,4355280.00
Jaguar XE 2021,Jaguar,XE,2021,Crossover,1.4L I4,Manual,706,No,Petrol,13.2,541,10,4,60,Oil leak from valve cover; Turbocharger lag; Battery degradation; Brake pad wear prematurely; Hybrid battery cell imbalance,Honda Pilot; Kia Carnival; Hyundai Palisade,8643240.00
Jeep Wrangler 2010,Jeep,Wrangler,2010,Hatchback,3.0L V6,Automatic,510,No,Petrol,16.9,629,8,8,80,Alternator failure; Timing chain stretch; DPF clogging (diesel); Window regulator failure; Infotainment touchscreen lag,Toyota Hilux; Volkswagen Arteon; Chevrolet Tahoe,360000.00
Nissan Juke 2024,Nissan,Juke,2024,Coupe,1.4L I4,Manual,490,No,Petrol,17.5,324,10,7,75,Coolant leak; Oil leak from valve cover; Starter motor issues; Power steering leak; AC compressor failure,Subaru Legacy; Chevrolet Camaro; Audi Q7,7731000.00
Volvo XC60 2017,Volvo,XC60,2017,SUV,3.5L V6,Dual-Clutch (DCT),855,No,Petrol,16.1,638,8,2,65,Exhaust manifold crack; Head gasket issue; DPF clogging (diesel); Window regulator failure; Airbag sensor warning,Hyundai Ioniq; Mercedes-Benz S-Class; Chevrolet Malibu,5180400.00
Land Rover Evoque 2010,Land Rover,Evoque,2010,MPV,3.0L V6,6-Speed Automatic,677,No,Petrol,12.2,572,6,8,90,Transmission jerking; Suspension noise; Head gasket issue; Starter motor issues; Airbag sensor warning,Nissan GT-R; Honda Fit; Land Rover Velar,2506680.00
Kia Rio 2000,Kia,Rio,2000,SUV,1.2L I4,Manual,810,No,Petrol,13.9,437,2,4,50,Alternator failure; Infotainment touchscreen lag; Exhaust manifold crack; Turbocharger lag; Brake pad wear prematurely,Kia Carnival; Tesla Model Y; Mitsubishi ASX,360000.00
Ford Escape 2020,Ford,Escape,2020,SUV,5.0L V8,8-Speed Automatic,749,No,Petrol,16.5,737,10,6,70,Exhaust manifold crack; Power steering leak; Starter motor issues; Airbag sensor warning; Timing chain stretch,Volvo V60; Volvo S60; Hyundai Palisade,5119560.00
Mazda 3 2023,Mazda,3,2023,Coupe,1.0L I3,Automatic,833,No,Petrol,9.7,577,6,4,45,Head gasket issue; Brake pad wear prematurely; Suspension noise; Alternator failure; Starter motor issues,Ford Edge; Nissan Navara; BMW X3,6343560.00
Jaguar XF 2020,Jaguar,XF,2020,MPV,1.0L I3,6-Speed Automatic,719,No,Petrol,8.1,292,10,4,70,Fuel injector clogging; Power steering leak; Suspension noise; Brake pad wear prematurely; Window regulator failure,Toyota Yaris; Jaguar I-Pace; Mercedes-Benz S-Class,7485120.00
Land Rover Discovery 2016,Land Rover,Discovery,2016,Crossover,1.4L I4,6-Speed Automatic,490,No,Diesel,12.8,528,6,8,65,Coolant leak; Fuel injector clogging; Power steering leak; Starter motor issues; Hybrid battery cell imbalance,Toyota Corolla Cross; Kia Carnival; Chevrolet Equinox,3488040.00
Jaguar XE 2024,Jaguar,XE,2024,Sports,Electric Motor (single),Dual-Clutch (DCT),352,No,Diesel,,386,8,2,,Power steering leak; Suspension noise; Turbocharger lag; Window regulator failure; Brake pad wear prematurely,Volvo S60; Audi A3; BMW 3 Series,13634640.00
Toyota Land Cruiser 2005,Toyota,Land Cruiser,2005,SUV,1.8L I4,Automatic,779,No,Petrol,9,637,6,8,90,Turbocharger lag; Transmission jerking; Timing chain stretch; Starter motor issues; Coolant leak,Kia EV6; Subaru BRZ; Volkswagen Golf,360000.00
Porsche Cayenne 2006,Porsche,Cayenne,2006,MPV,3.0L V6,8-Speed Automatic,536,No,Petrol,14.4,704,4,4,70,Transmission jerking; Timing chain stretch; AC compressor failure; Infotainment touchscreen lag; Fuel injector clogging,Porsche Cayman; Nissan Juke; Mercedes-Benz A-Class,766800.00
Toyota RAV4 2018,Toyota,RAV4,2018,SUV,1.8L I4,Dual-Clutch (DCT),482,Yes,Petrol,17,679,10,6,45,Brake pad wear prematurely; Power steering leak; Infotainment touchscreen lag; Starter motor issues; Timing chain stretch,Chevrolet Corvette; Toyota Corolla Cross; Nissan Altima,2982960.00
Chevrolet Corvette 2011,Chevrolet,Corvette,2011,Sedan,4.0L V8,6-Speed Automatic,680,No,Petrol,8.4,767,8,7,75,Head gasket issue; Airbag sensor warning; Exhaust manifold crack; Window regulator failure; Battery degradation,BMW i4; Mazda 3; Jaguar XE,2220840.00
Tesla Model 3 2007,Tesla,Model 3,2007,Sedan,4.0L V8,Manual,503,Yes,Electric,10.4,597,2,7,90,Infotainment touchscreen lag; Alternator failure; Window regulator failure; Turbocharger lag; Battery degradation,Mercedes-Benz E-Class; BMW X7; Honda Odyssey,3191040.00
Toyota RAV4 2020,Toyota,RAV4,2020,SUV,1.8L I4,6-Speed Automatic,739,Yes,Petrol,12.8,723,4,2,90,Brake pad wear prematurely; AC compressor failure; DPF clogging (diesel); Power steering leak; Turbocharger lag,Porsche Panamera; Honda Insight; Nissan GT-R,4492440.00
Chevrolet Equinox 2001,Chevrolet,Equinox,2001,SUV,1.6L I4,6-Speed Automatic,459,No,Petrol,14.9,671,8,6,50,Oil leak from valve cover; Alternator failure; Turbocharger lag; Exhaust manifold crack; Head gasket issue,Jeep Cherokee; Nissan Altima; Chevrolet Silverado,617400.00
Mercedes-Benz C-Class 2003,Mercedes-Benz,C-Class,2003,SUV,1.2L I4,Dual-Clutch (DCT),770,No,Petrol,13.3,648,4,4,90,Brake pad wear prematurely; Oil leak from valve cover; Transmission jerking; Airbag sensor warning; DPF clogging (diesel),Tesla Model X; BMW i4; Toyota Prius,923040.00
Mercedes-Benz GLE 2020,Mercedes-Benz,GLE,2020,Hatchback,2.5L I4,8-Speed Automatic,476,No,Petrol,9,491,2,7,70,Head gasket issue; Starter motor issues; Infotainment touchscreen lag; AC compressor failure; Coolant leak,Chevrolet Tahoe; Hyundai Kona; Mazda 6,6864480.00
Chevrolet Silverado 2018,Chevrolet,Silverado,2018,Coupe,2.0L I4,6-Speed Automatic,895,No,Petrol,15.9,201,4,8,90,Airbag sensor warning; Battery degradation; Starter motor issues; Power steering leak; AC compressor failure,Honda Insight; Audi Q3; Volvo XC60,4454280.00
Mazda 6 2017,Mazda,6,2017,Coupe,3.0L V6,8-Speed Automatic,598,No,Diesel,10.1,227,6,2,50,AC compressor failure; Starter motor issues; Power steering leak; Oil leak from valve cover; DPF clogging (diesel),Subaru Outback; Mercedes-Benz E-Class; Mitsubishi Eclipse Cross,2095200.00
Audi e-tron 2008,Audi,e-tron,2008,Sedan,1.2L I4,Automatic,626,No,Electric,12.3,222,8,4,50,Starter motor issues; Transmission jerking; Head gasket issue; Alternator failure; Infotainment touchscreen lag,Volkswagen Touareg; Mercedes-Benz C-Class; Toyota Camry,1499760.00
Audi Q3 2007,Audi,Q3,2007,Sedan,1.2L I4,Manual,715,No,Diesel,17.6,777,8,5,70,Transmission jerking; Turbocharger lag; Battery degradation; Window regulator failure; Coolant leak,Hyundai Santa Fe; Land Rover Velar; Mercedes-Benz GLS,1245960.00
Chevrolet Corvette 2008,Chevrolet,Corvette,2008,Sedan,Electric Motor (single),Dual-Clutch (DCT),322,No,Electric,,726,2,2,,Brake pad wear prematurely; AC compressor failure; DPF clogging (diesel); Timing chain stretch; Alternator failure,Jeep Grand Cherokee; Hyundai Sonata; Honda Odyssey,1314720.00
Land Rover Range Rover Sport 2013,Land Rover,Range Rover Sport,2013,Sedan,1.2L I4,8-Speed Automatic,664,No,Petrol,11.7,309,4,7,40,Alternator failure; Infotainment touchscreen lag; Oil leak from valve cover; Window regulator failure; Turbocharger lag,Porsche Taycan; Ford Mustang; Jeep Cherokee,2160360.00
Jeep Wrangler 2001,Jeep,Wrangler,2001,Pickup,Electric Motor (single),6-Speed Automatic,340,No,Petrol,,569,10,5,,Power steering leak; Transmission jerking; Brake pad wear prematurely; Hybrid battery cell imbalance; Suspension noise,BMW X1; Toyota Yaris; Toyota Hilux,360000.00
Porsche Macan 2005,Porsche,Macan,2005,Sports,3.5L V6,8-Speed Automatic,746,No,Petrol,12.3,459,8,2,55,Alternator failure; Coolant leak; AC compressor failure; Infotainment touchscreen lag; Brake pad wear prematurely,BMW X3; Jeep Grand Cherokee; Mercedes-Benz C-Class,1886760.00
Jeep Cherokee 2013,Jeep,Cherokee,2013,SUV,4.0L V8,Dual-Clutch (DCT),440,No,Petrol,10.4,341,8,2,40,Oil leak from valve cover; Fuel injector clogging; Hybrid battery cell imbalance; DPF clogging (diesel); Head gasket issue,Kia Sportage; Kia EV6; Toyota Yaris,752760.00
Honda Accord 2014,Honda,Accord,2014,Crossover,Electric Dual Motor,6-Speed Automatic,429,Yes,Diesel,,468,10,4,,Coolant leak; Airbag sensor warning; Turbocharger lag; Fuel injector clogging; AC compressor failure,Volkswagen Polo; Ford Edge; Kia Stinger,1714680.00
Mercedes-Benz C-Class 2019,Mercedes-Benz,C-Class,2019,MPV,1.2L I4,8-Speed Automatic,731,No,Diesel,17.3,604,10,7,75,Timing chain stretch; Turbocharger lag; Brake pad wear prematurely; Window regulator failure; Head gasket issue,Nissan GT-R; Land Rover Range Rover; Mazda CX-3,7409880.00
Jaguar E-Pace 2023,Jaguar,E-Pace,2023,Convertible,2.5L I4,Manual,864,No,Petrol,10.2,493,2,6,75,Exhaust manifold crack; Fuel injector clogging; Timing chain stretch; Coolant leak; Suspension noise,Kia Stinger; Land Rover Defender; Mercedes-Benz A-Class,13231800.00
BMW X3 2018,BMW,X3,2018,Crossover,1.5L I4,8-Speed Automatic,813,Yes,Petrol,17.1,369,8,8,50,AC compressor failure; Brake pad wear prematurely; Window regulator failure; Oil leak from valve cover; Coolant leak,Mercedes-Benz GLE; Nissan Maxima; Honda Pilot,6890400.00
Mazda 2 2005,Mazda,2,2005,MPV,1.0L I3,6-Speed Automatic,448,No,Diesel,13.5,285,4,5,90,Exhaust manifold crack; Head gasket issue; Airbag sensor warning; Window regulator failure; Starter motor issues,Honda Fit; Volvo S90; Toyota Land Cruiser,360000.00
Mitsubishi ASX 2020,Mitsubishi,ASX,2020,Sports,2.5L I4,6-Speed Automatic,415,No,Diesel,17.7,608,6,5,80,Starter motor issues; Suspension noise; Alternator failure; Window regulator failure; Battery degradation,Jaguar XE; Audi Q3; Land Rover Evoque,4812120.00
Volvo V60 2000,Volvo,V60,2000,Sedan,1.8L I4,Manual,532,No,Petrol,11.2,295,4,4,70,Exhaust manifold crack; Turbocharger lag; Transmission jerking; Hybrid battery cell imbalance; Airbag sensor warning,Honda Fit; Mercedes-Benz C-Class; Porsche Taycan,1812960.00
Land Rover Evoque 2018,Land Rover,Evoque,2018,Convertible,2.4L I4,Automatic,686,No,Petrol,15.3,601,10,8,75,Oil leak from valve cover; Fuel injector clogging; Airbag sensor warning; Battery degradation; Timing chain stretch,Nissan GT-R; Volkswagen Tiguan; Honda Pilot,6576840.00
Porsche Macan 2003,Porsche,Macan,2003,Sedan,3.5L V6,Dual-Clutch (DCT),653,No,Petrol,9.8,490,10,7,55,Infotainment touchscreen lag; Hybrid battery cell imbalance; Battery degradation; Alternator failure; Window regulator failure,Mazda MX-5; Mercedes-Benz A-Class; Hyundai Kona,1446840.00
Ford EcoSport 2020,Ford,EcoSport,2020,Convertible,2.5L I4,8-Speed Automatic,596,No,Petrol,17.4,639,2,5,75,Head gasket issue; Transmission jerking; Starter motor issues; Turbocharger lag; Window regulator failure,Mercedes-Benz C-Class; Tesla Model X; Nissan Maxima,3307320.00
Subaru WRX 2005,Subaru,WRX,2005,Pickup,3.5L V6,8-Speed Automatic,822,No,Petrol,13.5,200,10,7,55,Fuel injector clogging; Coolant leak; Hybrid battery cell imbalance; Head gasket issue; Timing chain stretch,Ford Mustang; Land Rover Evoque; Chevrolet Malibu,1439280.00
Volkswagen Tiguan 2015,Volkswagen,Tiguan,2015,Crossover,1.6L I4,8-Speed Automatic,708,No,Petrol,14.2,264,2,5,45,Brake pad wear prematurely; Alternator failure; Timing chain stretch; Battery degradation; Suspension noise,BMW X5; Jeep Compass; Nissan Maxima,3117600.00
